eventName,eventVenue,eventContent,startDate,endDate,startTime,endTime,eventOrganization,eventHost,phoneNumber,baseDate,code,providName
3월 마티네 콘서트,용지홀,음악회,2021-03-11,2021-03-11,11:00,12:30,수성아트피아,수성아트피아,053-668-1800,2021-09-02,3460000,대구광역시 수성구
별별연희,연희마당,2016 국립국악원 연희마당 기획공연 가족들을 위한 우면산 별밤축제,2016-08-13,2016-08-13,20:00,21:10,국립국악원,국립국악원,02-580-3300,2020-08-26,1371034,문화체육관광부 국립국악원
어린이국악극 '만만파파 용피리',예악당,2016 국립국악원 어린이 국악극,2016-08-13,2016-08-13,11:00,12:00,국립국악원,국립국악원,02-580-3300,2020-08-26,1371034,문화체육관광부 국립국악원
어린이국악극 '만만파파 용피리',예악당,2016 국립국악원 어린이 국악극,2016-08-13,2016-08-13,14:00,15:00,국립국악원,국립국악원,02-580-3300,2020-08-26,1371034,문화체육관광부 국립국악원
초·중등 국악관현악단과 함께하는 청소년음악회,예악당,2016 국립국악원 청소년음악회,2016-08-16,2016-08-16,17:00,18:30,국립국악원,국립국악원,02-580-3300,2020-08-26,1371034,문화체육관광부 국립국악원
초·중등 국악관현악단과 함께하는 청소년음악회,예악당,2016 국립국악원 청소년음악회,2016-08-17,2016-08-17,17:00,18:30,국립국악원,국립국악원,02-580-3300,2020-08-26,1371034,문화체육관광부 국립국악원
초·중등 국악관현악단과 함께하는 청소년음악회,예악당,2016 국립국악원 청소년음악회,2016-08-18,2016-08-18,17:00,18:30,국립국악원,국립국악원,02-580-3300,2020-08-26,1371034,문화체육관광부 국립국악원
별별연희,연희마당,2016 국립국악원 연희마당 기획공연 가족들을 위한 우면산 별밤축제,2016-08-20,2016-08-20,20:00,21:10,국립국악원,국립국악원,02-580-3300,2020-08-26,1371034,문화체육관광부 국립국악원
토요명품공연,예악당,2016 국립국악원 토요명품,2016-08-20,2016-08-20,15:00,16:30,국립국악원,국립국악원,02-580-3300,2020-08-26,1371034,문화체육관광부 국립국악원
창작악단 정기공연 보다 듣다 다가오다,예악당,2016 국립국악원 창작악단 정기공연,2016&08&27,2016-08-27,15:00,16-30,국립국악원,국립국악원,"02,580,3300",2020-08-26,1371034,문화체육관광부 국립국악원
별별연희,연희마당,2016 국립국악원 연희마당 기획공연 가족들을 위한 우면산 별밤축제,2016-08-27,2016-08-27,20:00,21:10,국립국악원,국립국악원,02-580-3300,2020-08-26,1371034,문화체육관광부 국립국악원
오전의 국악콘서트 다담,풍류사랑방,차와 이야기가 있는 오전의 국악콘서트,2016-08-30,2016-08-30,11:00,12:30,국립국악원,국립국악원,02-580-3300,2020-08-26,1371034,문화체육관광부 국립국악원
목요풍류,풍류사랑방,2016 국립국악원 풍류사랑방 기획공연,2016-09-01,2016-09-01,20:00,21:10,국립국악원,국립국악원,02-580-3300,2020-08-26,1371034,문화체육관광부 국립국악원
금요공감 김문주 박상은의 길 위에서,풍류사랑방,2016 국립국악원 풍류사랑방 기획공연,2016-09-02,2016-09-02,20:00,21:00,국립국악원,국립국악원,02-580-3300,2020-08-26,1371034,문화체육관광부 국립국악원
토요국악동화,풍류사랑방,2016 국립국악원 풍류사랑방 기획공연,2016-09-03,2016-09-03,14:00,15:00,국립국악원,국립국악원,02-580-3300,2020-08-26,1371034,문화체육관광부 국립국악원
토요명품공연,예악당,2016 국립국악원 토요명품,2016-09-03,2016-09-03,15:00,16:30,국립국악원,국립국악원,02-580-3300,2020-08-26,1371034,문화체육관광부 국립국악원
수요춤전,풍류사랑방,2016 국립국악원 풍류사랑방 기획공연,2016-09-07,2016-09-07,20:00,21:30,국립국악원,국립국악원,02-580-3300,2020-08-26,1371034,문화체육관광부 국립국악원
목요풍류,풍류사랑방,2016 국립국악원 풍류사랑방 기획공연,2016-09-08,2016-09-08,20:00,21:20,국립국악원,국립국악원,02-580-3300,2020-08-26,1371034,문화체육관광부 국립국악원
정악단 정기공연 행악 길 위에 음악을 펼치다,예악당,2016 국립국악원 정악단 정기공연,2016-09-09,2016-09-09,20:00,21:20,국립국악원 정악단,국립국악원,02-580-3300,2020-08-26,1371034,문화체육관광부 국립국악원
금요공감 불세출의 도시풍류,풍류사랑방,2016 국립국악원 풍류사랑방 기획공연,2016-09-09,2016-09-09,20:00,21:00,국립국악원,국립국악원,02-580-3300,2020-08-26,1371034,문화체육관광부 국립국악원
토요국악동화,풍류사랑방,2016 국립국악원 풍류사랑방 기획공연,2016-09-10,2016-09-10,14:00,15:00,국립국악원,국립국악원,02-580-3300,2020-08-26,1371034,문화체육관광부 국립국악원
수요춤전-중견무용가 초청전 임관규,풍류사랑방,수요춤전,2017-03-08,2017-11-29,20:00,21:10,국립국악원,국립국악원,02-580-3300,2020-08-26,1371034,문화체육관광부 국립국악원
수요춤전-중견무용가 초청전 이미영,풍류사랑방,수요춤전,2017-03-08,2017-11-29,20:00,21:10,국립국악원,국립국악원,02-580-3300,2020-08-26,1371034,문화체육관광부 국립국악원
수요춤전-중견무용가 초청전 김미선,풍류사랑방,수요춤전,2017-03-08,2017-11-29,20:00,21:10,국립국악원,국립국악원,02-580-3300,2020-08-26,1371034,문화체육관광부 국립국악원
수요춤전-중견무용가 초청전 백경우,풍류사랑방,수요춤전,2017&03&08,2017-11-29,20:00,21-10,국립국악원,국립국악원,"02,580,3300",2020-08-26,1371034,문화체육관광부 국립국악원
금요공감-동서양의 Salon 음악,우면당,금요공감,2017-03-10,2017-11-24,20:00,21:30,국립국악원,국립국악원,02-580-3300,2020-08-26,1371034,문화체육관광부 국립국악원
금요공감-김계희 생(笙)의 노래,우면당,금요공감,2017-03-10,2017-11-24,20:00,21:30,국립국악원,국립국악원,02-580-3300,2020-08-26,1371034,문화체육관광부 국립국악원
금요공감-판소리동화시리즈 ''안데르센'',우면당,금요공감,2017&03&10,2017-11-24,20:00,21-30,국립국악원,국립국악원,"02,580,3300",2020-08-26,1371034,문화체육관광부 국립국악원
금요공감-그리움으로 떠나는 음악여행 ''노스탈지아'',우면당,금요공감,2017-03-10,2017-11-24,20:00,21:30,국립국악원,국립국악원,02-580-3300,2020-08-26,1371034,문화체육관광부 국립국악원
금요공감-그대 놀던 판  ''지금 여기'',우면당,금요공감,2017-03-10,2017-11-24,20:00,21:30,국립국악원,국립국악원,02-580-3300,2020-08-26,1371034,문화체육관광부 국립국악원
금요공감-다크니스 품바,우면당,금요공감,2017-03-10,2017-11-24,20:00,21:30,국립국악원,국립국악원,02-580-3300,2020-08-26,1371034,문화체육관광부 국립국악원
금요공감-김대일의 발라드 판소리 '별소리 다하네',우면당,금요공감,2017-03-10,2017-11-24,20:00,21:30,국립국악원,국립국악원,02-580-3300,2020-08-26,1371034,문화체육관광부 국립국악원
금요공감-두여인  판-eight,우면당,금요공감,2017-03-10,2017-11-24,20:00,21:30,국립국악원,국립국악원,02-580-3300,2020-08-26,1371034,문화체육관광부 국립국악원
금요공감-조주선의 썸  소리와 클래식,우면당,금요공감,2017-03-10,2017-11-24,20:00,21:30,국립국악원,국립국악원,02-580-3300,2020-08-26,1371034,문화체육관광부 국립국악원
금요공감-정마리의 ‘monochrome gagok’,우면당,금요공감,2017-03-10,2017-11-24,20:00,21:30,국립국악원,국립국악원,02-580-3300,2020-08-26,1371034,문화체육관광부 국립국악원
금요공감-음악극 <적벽가  1950>,우면당,금요공감,2017-03-10,2017-11-24,20:00,21:30,국립국악원,국립국악원,02-580-3300,2020-08-26,1371034,문화체육관광부 국립국악원
금요공감-지젤의 슬픔 또는 꽃 의식 (Giselle's Sorrow or the flower ceremony),우면당,금요공감,2017-03-10,2017-11-24,20:00,21:30,국립국악원,국립국악원,02-580-3300,2020-08-26,1371034,문화체육관광부 국립국악원
금요공감-김소라의 장구 프로젝트 Ⅲ - 비가 올 징조,우면당,금요공감,2017-03-10,2017-11-24,20:00,21:30,국립국악원,국립국악원,02-580-3300,2020-08-26,1371034,문화체육관광부 국립국악원
금요공감-가민  토크콘서트 ‘하늘과 바람과 별과 시’,우면당,금요공감,2017&03&10,2017-11-24,20:00,21-30,국립국악원,국립국악원,"02,580,3300",2020-08-26,1371034,문화체육관광부 국립국악원
금요공감-접몽-4후,우면당,금요공감,2017-03-10,2017-11-24,20:00,21:30,국립국악원,국립국악원,02-580-3300,2020-08-26,1371034,문화체육관광부 국립국악원
금요공감-꽃별 with 이정윤 “고요의 시간”,우면당,금요공감,2017-03-10,2017-11-24,20:00,21:30,국립국악원,국립국악원,02-580-3300,2020-08-26,1371034,문화체육관광부 국립국악원
김성녀의 뮤지컬 모노드라마 벽속의 요정,봉산문화회관 가온홀,뮤지컬,2019-12-26,2019-12-29,19:45,21:45,고도예술기획,고도예술기획,1566-7897,2021-07-01,3410000,대구광역시 중구
상주단체기획 연극유산게임,봉산문화회관 스페이스라온,뮤지컬,2019-12-26,2019-12-29,19:30,21:00,봉산문화회관,봉산문화회관+지오뮤직,053-661-3521,2021-07-01,3410000,대구광역시 중구
김성녀의 뮤지컬 모노드라마 벽속의 요정,봉산문화회관 가온홀,뮤지컬,2019-12-27,2019-12-29,19:45,21:45,고도예술기획,고도예술기획,1566-7897,2021-07-01,3410000,대구광역시 중구
상주단체기획 연극유산게임,봉산문화회관 스페이스라온,뮤지컬,2019-12-27,2019-12-29,19:30,21:00,봉산문화회관,봉산문화회관+지오뮤직,053-661-3521,2021-07-01,3410000,대구광역시 중구
김성녀의 뮤지컬 모노드라마 벽속의 요정,봉산문화회관 가온홀,뮤지컬,2019-12-28,2019-12-29,19:00,21:00,고도예술기획,고도예술기획,1566-7897,2021-07-01,3410000,대구광역시 중구
상주단체기획 연극유산게임,봉산문화회관 스페이스라온,뮤지컬,2019-12-28,2019-12-29,15:00,16:30,봉산문화회관,봉산문화회관+지오뮤직,053-661-3521,2021-07-01,3410000,대구광역시 중구
김성녀의 뮤지컬 모노드라마 벽속의 요정,봉산문화회관 가온홀,뮤지컬,2019-12-03,2019-12-29,19:45,21:45,고도예술기획,고도예술기획,1566-7897,2021-07-01,3410000,대구광역시 중구
김성녀의 뮤지컬 모노드라마 벽속의 요정,봉산문화회관 가온홀,뮤지컬,2019-12-04,2019-12-29,19:45,21:45,고도예술기획,고도예술기획,1566-7897,2021-07-01,3410000,대구광역시 중구
김성녀의 뮤지컬 모노드라마 벽속의 요정,봉산문화회관 가온홀,뮤지컬,2019-12-05,2019-12-29,19:45,21:45,고도예술기획,고도예술기획,1566-7897,2021-07-01,3410000,대구광역시 중구
김성녀의 뮤지컬 모노드라마 벽속의 요정,봉산문화회관 가온홀,뮤지컬,2019-12-06,2019-12-29,19:45,21:45,고도예술기획,고도예술기획,1566-7897,2021-07-01,3410000,대구광역시 중구
연극 춘분,봉산문화회관 스페이스라온,연극,2019-12-06,2019-12-08,19:30,21:00,극단헛짓,극단헛짓,053-000-0000,2021-07-01,3410000,대구광역시 중구
김성녀의 뮤지컬 모노드라마 벽속의 요정,봉산문화회관 가온홀,뮤지컬,2019-12-07,2019-12-29,15:00,17:00,고도예술기획,고도예술기획,1566-7897,2021-07-01,3410000,대구광역시 중구
김성녀의 뮤지컬 모노드라마 벽속의 요정,봉산문화회관 가온홀,뮤지컬,2019-12-07,2019-12-29,18:00,20:00,고도예술기획,고도예술기획,1566-7897,2021-07-01,3410000,대구광역시 중구
연극 춘분,봉산문화회관 스페이스라온,연극,2019-12-07,2019-12-08,16:00,17:30,극단헛짓,극단헛짓,053-000-0000,2021-07-01,3410000,대구광역시 중구
연극 춘분,봉산문화회관 스페이스라온,연극,2019-12-08,2019-12-08,16:00,17:30,극단헛짓,극단헛짓,053-000-0000,2021-07-01,3410000,대구광역시 중구
김성녀의 뮤지컬 모노드라마 벽속의 요정,봉산문화회관 가온홀,뮤지컬,2019-12-10,2019-12-29,19:45,21:45,고도예술기획,고도예술기획,1566-7897,2021-07-01,3410000,대구광역시 중구
김성녀의 뮤지컬 모노드라마 벽속의 요정,봉산문화회관 가온홀,뮤지컬,2019-12-11,2019-12-29,19:45,21:45,고도예술기획,고도예술기획,1566-7897,2021-07-01,3410000,대구광역시 중구
김성녀의 뮤지컬 모노드라마 벽속의 요정,봉산문화회관 가온홀,뮤지컬,2019-12-12,2019-12-29,19:45,21:45,고도예술기획,고도예술기획,1566-7897,2021-07-01,3410000,대구광역시 중구
상주단체기획 연극유산게임,봉산문화회관 스페이스라온,뮤지컬,2019-12-12,2019-12-29,19:30,21:00,봉산문화회관,봉산문화회관+지오뮤직,053-661-3521,2021-07-01,3410000,대구광역시 중구
김성녀의 뮤지컬 모노드라마 벽속의 요정,봉산문화회관 가온홀,뮤지컬,2019-12-13,2019-12-29,19:45,21:45,고도예술기획,고도예술기획,1566-7897,2021-07-01,3410000,대구광역시 중구
상주단체기획 연극유산게임,봉산문화회관 스페이스라온,뮤지컬,2019-12-13,2019-12-29,19:30,21:00,봉산문화회관,봉산문화회관+지오뮤직,053-661-3521,2021-07-01,3410000,대구광역시 중구
김성녀의 뮤지컬 모노드라마 벽속의 요정,봉산문화회관 가온홀,뮤지컬,2019-12-14,2019-12-29,15:00,17:00,고도예술기획,고도예술기획,1566-7897,2021-07-01,3410000,대구광역시 중구
김성녀의 뮤지컬 모노드라마 벽속의 요정,봉산문화회관 가온홀,뮤지컬,2019-12-14,2019-12-29,18:00,20:00,고도예술기획,고도예술기획,1566-7897,2021-07-01,3410000,대구광역시 중구
상주단체기획 연극유산게임,봉산문화회관 스페이스라온,뮤지컬,2019-12-14,2019-12-29,15:00,16:30,봉산문화회관,봉산문화회관+지오뮤직,053-661-3521,2021-07-01,3410000,대구광역시 중구
웰메이드소극장 시리즈 Ⅰ뮤지컬 키다리 아저씨,봉산문화회관 가온홀,뮤지컬,2020-02-11,2020-02-16,19:30,21:45,㈜파워포엠,㈜파워포엠,053-422-4224,2021-07-01,3410000,대구광역시 중구
웰메이드소극장 시리즈 Ⅰ뮤지컬 키다리 아저씨,봉산문화회관 가온홀,뮤지컬,2020-02-12,2020-02-16,19:30,21:45,㈜파워포엠,㈜파워포엠,053-422-4224,2021-07-01,3410000,대구광역시 중구
웰메이드소극장 시리즈 Ⅰ뮤지컬 키다리 아저씨,봉산문화회관 가온홀,뮤지컬,2020-02-13,2020-02-16,19:30,21:45,㈜파워포엠,㈜파워포엠,053-422-4224,2021-07-01,3410000,대구광역시 중구
웰메이드소극장 시리즈 Ⅰ뮤지컬 키다리 아저씨,봉산문화회관 가온홀,뮤지컬,2020-02-14,2020-02-16,19:30,21:45,㈜파워포엠,㈜파워포엠,053-422-4224,2021-07-01,3410000,대구광역시 중구
웰메이드소극장 시리즈 Ⅰ뮤지컬 키다리 아저씨,봉산문화회관 가온홀,뮤지컬,2020-02-15,2020-02-16,14:00,16:15,㈜파워포엠,㈜파워포엠,053-422-4224,2021-07-01,3410000,대구광역시 중구
웰메이드소극장 시리즈 Ⅰ뮤지컬 키다리 아저씨,봉산문화회관 가온홀,뮤지컬,2020-02-15,2020-02-16,18:00,20:15,㈜파워포엠,㈜파워포엠,053-422-4224,2021-07-01,3410000,대구광역시 중구
웰메이드소극장 시리즈 Ⅰ뮤지컬 키다리 아저씨,봉산문화회관 가온홀,뮤지컬,2020-02-16,2020-02-16,14:00,16:15,㈜파워포엠,㈜파워포엠,053-422-4224,2021-07-01,3410000,대구광역시 중구
