,collectiondb,creator,description,extent,language,regdate,rights,title
58,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"이 책은 젊은이들이 인간 지각의 뿌리를 조사 할 수있는 John Locke의 Theory of Humanity에 쉽고 체계적으로 접근 할 수 있도록 도와줍니다. 인간의 오해에 대한 기본 개념과 명제를 쉽게 설명하고, 원문 인용문과 함께 주요 내용에 대한 설명을 읽을 수 있도록 하였다.",224,Kor,2016-08-25T00:00:00+09:00,안병웅,존 로크의 인간 오성론 읽기
59,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"1953 년부터 1954 년까지 제네바에서 터키,이란, 파키스탄의 유고 슬라비아, 아프가니스탄의 카불까지 두 명의 젊은 스위스 남성이 여행 한 이야기. 하나는 작가이고 다른 하나는 화가였습니다. 여행은 그들의 삶을 파괴하는 동시에 새로운 자신을 발견하는 동시에이 책을 통해 기록으로 남아 있습니다.",672,Kor,2016-07-30T00:00:00+09:00,"니콜라 부비에 글, 티에리 베르네 그림/이재형 ",세상의 용도
60,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,만화로 읽을 수있는 쉽고 재미있는 아프리카 입문서. 흑인 만 아프리카에 살고 있습니까? 아프리카에 중국인과 인도인이 왜 그렇게 많은가요? 아프리카 국경에 직선이 많은 이유는 무엇입니까? 아프리카의 언어를 포함하여 아프리카에 대해 알아야 할 50 개의 이야기를 통해 알려지지 않은 대륙에 더 가까이 다가 가십시오.,236,Kor,2016-09-09T00:00:00+09:00,오사코 히데키/박유미,50개의 키워드로 읽는 프렌즈 아프리카
61,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"메르세데스-벤츠, 아우디, 페라리, 람보르기니 등 400 개 이상의 멋진 자동차 사진을 바탕으로 전 세계 자동차의 역사와 자동차 개발 과정을 이야기합니다. 1769 년 증기 자동차와 1886 년 독일 발명가 칼 벤츠가 처음 특허를받은 가솔린 자동차부터 미래의 자동차까지.",224,Kor,2016-05-13T00:00:00+09:00,"김태진, 임유신",어린이를 위한 자동차 세계사 100
62,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"한옥은 딸의 결혼을 준비하는 최진사 가족의 이야기를 통해 이야기된다. 각 공간, 거기에 놓인 오브제, 완성 절차를 꼼꼼하게 설명하는 것 외에도 한옥의 지붕과 기둥, 문과 창문의 모양, 문과 벽의 종류에 대한 정보를 다양한 사진과 함께 제공합니다. .",48,Kor,2017-02-20T00:00:00+09:00,"이상현 글, 김은희 그림 ",우리가 사는 한옥
63,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,조화로운 토론 (승패보다는 조화를 목적으로)을 통해 배양 할 수있는 종합적 사고력의 5 가지 비결과 교실에서 사용할 수있는 토론의 조화 과정을 다루며 토론 수업을 준비하는 교사 실제 사례와 함께 집에서. 청소년과 함께 언급 할 가치가 있습니다.,296,Kor,2017-03-30T00:00:00+09:00,이순오,어울림 토론 잠자는 교실을 깨우다 
64,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"유럽 ​​상업 정책, 산업 혁명, 대륙 횡단 철도 건설, 백화점 탄생, 포드 시스템, 신자유주의 경제 정책, 정보 기술 혁명, 닷컴 버블 등을 시작으로 각국의 경제 부흥과 쇠퇴로 이어진 배경, 정책 및 결정과 함께.",292,Kor,2017-03-10T00:00:00+09:00,"석혜원 글, 어진선 그림",엎치락 뒤치락 세계 경제 이야기 
65,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"우리나라의 멸종 동물 이야기. 호랑이, 표범, 곰과 같은 큰 포유류에서 작고 눈에 띄지 않는 작은 물고기와 방목장과 소똥 벌레와 같은 작은 동물에 이르기까지 다양한 멸종 원인과 그 역사를 살펴 봅니다. 권말의 '작은 동물 사전'은이 책에 나오는 22 종의 동물에 대해 자세히 설명합니다.",164,Kor,2017-03-03T00:00:00+09:00,"이주희 글, 강병호 그림",야생 동물은 왜 사라졌을까?
66,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,십대를위한 20 가지 인간의 덕목이 동화 속에 담겨 있습니다. 각 이야기는 십대를 따뜻하게하고 계몽합니다. 이야기 뒤에 나오는“마인드 트래블러의 생각 노트”는 성격의 개념을 곧게 만들고 마음을 넓히며 실천할 수있는 구체적인 지침을 제시합니다.,200,Kor,2017-03-13T00:00:00+09:00,"김진락 글, 안호성 그림 ",나를 찾는 인성 여행  
67,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,블라썸 스트리트의 고양이가 사라지면서 펼쳐지는이 이야기는 지금까지 관심이 없었던 이웃과 새로운 관계를 맺고 소통하는 모습을 담고있다. 이 책은 다양한 종족의 삶을 차분한 스타일로 묘사하고 있지만 그들의 외모는 우리 주변의 실제 이웃과 크게 다르지 않습니다.,32,Kor,2017-04-14T00:00:00+09:00,케이티 하네트/김경희 ,"어느 날, 고양이가 왔다"
68,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,익숙한 곳을 떠나 완전히 다른 곳으로 떠난 소년의 이야기를 그린 그림책이다. 텍스트가없는 그림으로 만 구성되어있어 캐릭터의 행동과 의미에 집중하고 책을 읽고 내용을 직접 상상할 수 있습니다.,42,Kor,2014-07-21T00:00:00+09:00,"패티 김 글, 소니아 산체스 그림/강이경",너는 지금 어디에 있니 : Here I am
69,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"1962 년에 출판 된 이래로 여전히 읽고있는 읽기 기술의 고전이 된 책. 단순히 읽기에 대한 찬사가 아니라 문학, 역사, 철학, 자연 과학 전반에 걸쳐 진지하면서도 유머러스 한 필체로 실용적인 읽기 기술을 소개합니다. 그리고 사회 과학, 신문 잡지.",208,Kor,2014-08-05T00:00:00+09:00,가토슈이치/이규원,가토 슈이치의 독서만능
70,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,고양이가 주인공으로 등장하는 재미있는 이야기 속에서 초등학교 교과서에 수록된 생상스 대표 교향곡 '동물 카니발'을 만날 수있다. 음악 외에도 각 챕터의 즉흥 연주는 걸작으로 감상 할 수 있도록 설계되었습니다.,80,Kor,2014-08-15T00:00:00+09:00,"강효미 글, 최정진 그림",고양이네 음악회
71,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"현대 문명 창조에 대한 탐사의 영향과 탐사를위한 각 대륙의 비합리적인 비용을 다룹니다. 유럽 ​​탐험가 외에도 전설적인 고대 탐험가, 중세 시대의 이슬람 탐험가, 동아시아 탐험가가 한자리에 모였습니다.",184,Kor,2014-08-29T00:00:00+09:00,김용만,세상을 바꾼 탐험
72,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"초 · 고등학생을위한 인성 교육 책으로, 50 회를 통해 아이들이 경험할 수있는 다양한 상황에서 느끼는 감정을보고 문제 상황을 극복하는 방법을 생각하고 훈련하도록 안내한다.",216,Kor,2014-08-05T00:00:00+09:00,유재화,생각의 시작 어린이를 위한 감정수업
73,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,색다른 공휴일과 기념일에 대한 모든 이야기를 담은 역사 책이자 상식 책입니다. 5 개의 공휴일과 국가가 지정한 46 개의 기념일을 포함하여 기억해야 할 기념일의 역사를 이해하는 데 도움이됩니다.,368,Kor,2014-08-30T00:00:00+09:00,박동석,초등학생이 알아야 할 국경일 기념일 51
74,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,이 책은 조선의 수학자 홍정 하가 쓴 길의 책에 담긴 문제를 재구성 한 책이다. 실제 인물을 주인공으로하여 수학뿐 아니라 역사도 배우도록 안내한다. 마지막에는 한국 전통 수학에 대한 정보가 포함되어 있습니다.,188,Kor,2014-09-15T00:00:00+09:00,"강미선 글, 권문희 그림","조선 수학의 신, 홍정하"
75,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,평범한 11 살 아이들이 갑자기 음악의 섬 '무사이'에 떨어질 때 시작되는 모험 이야기입니다. 복잡한 수수께끼를 풀고 집으로 돌아가는 과정을 통해 그들은 음악에 대한 지식과 음악의 힘과 아름다움을 일깨워줍니다. 당신은 자신을 경험하고 느낄 것입니다.,184,Kor,2015-04-20T00:00:00+09:00,"박진홍 글, 한호진 그림",음악의 섬 무사이
76,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"인문학, 역사, 과학을 아우르는 거대한 역사를 종합적으로 이해하는 13 Big History 시리즈. 인류 역사에서 도시의 중요성은 최초의 도시에서 세계를 지배했던 제국 도시뿐만 아니라 도시 발전의 전환점이 된 산업 도시와 근대 도시를 살펴봄으로써 설명된다.",240,Kor,2015-06-30T00:00:00+09:00,"유은규, 이춘산 글, 최윤선 그림 ",빅 히스토리 13: 도시와 국가를 발전시킨 원동력은 무엇일까?
77,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,단계별로 어린이와 청소년의 눈으로 감정의 주인이되는 방법을 알려 드리겠습니다. 이 책을 통해 아이들은 감정이 무엇인지에 대한 호기심을 채울뿐만 아니라 자신의 마음을 들여다보고 감정의 변화를 느끼고 감정의 주인으로 사용하여 더 성숙하고 행복한 삶을 영위 할 수 있습니다. 그렇게 할 수 있도록 내면의 자아를 개발할 수 있습니다.,188,Kor,2015-06-30T00:00:00+09:00,"이지영 글, 이진아 그림",생각이 크는 인문학 7: 감정
78,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"초등학교 3 학년 때부터 사회를 처음 만났을 때 많은 아이들이 사회 과목의 필요성을 모른 채 공부합니다. 이 책은 그러한 아이들에게 왜 사회학이 필요한지, 사회가 얼마나 유용한 지, 사회를 공부함으로써 우리의 삶이 어떻게 변할 수 있는지에 대해 설명합니다.",108,Kor,2015-07-17T00:00:00+09:00,"김서윤 글, 우지현 그림",사회는 쉽다! 10: 사회 공부는 왜 하는 걸까?
79,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,동양의 고전을 통해 청춘의 지친 마음을 키우고 마음을 진정시키는 처방전을 제시하는 책. 고대 관용구를 직접 쓸 수있는 별도의 전사 공간도 있습니다. 저자는 하루 10 분씩 마음을 다 스릴 수있는 시간과 시간으로이 책을 발표함으로써 사춘기를 극복 할 수있는 용기와 지혜를 얻고 자한다.,240,Kor,2015-07-27T00:00:00+09:00,허시봉 ,청소년을 위한 토닥토닥 명언 노트
80,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"얼굴은 흰색 비닐 봉지이고 머리카락은 잡지 책입니다. 바지가 구겨진 빵 주머니 백 봉달 형사가 소녀가 실종 된 사건을 해결하기 위해 옛날 이야기 속 주인공들이 사는 숲으로 우리를 데려 간다. 청바지, 면화, 장갑, 헤어 드라이어 등 모든 장면에 등장하는 다양한 오브제가 등장하는 창의력 넘치는 그림책입니다. 청소년들과 함께 읽을 가치가 있습니다.",44,Kor,2015-06-02T00:00:00+09:00,정혜윤 ,"탐정 백봉달, 빨간 모자를 찾아라!"
81,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"평범한 양반은 다양한 문서, 고문서, 도기를 통해 태어나서 죽을 때까지 그의 전 생애를 추적한다. 양반의 생애사 관련 자료와 조선의 대표적인 장르화 인 '평생지도'를 활용 해 양반의 생애를보다 쉽게 ​​설명 할 수있다. 오래된 그림과 친절한 해설을 통해 고귀한 삶의 본질을 볼 수 있습니다.",287,Kor,2010-09-06T00:00:00+09:00,허인욱,옛 그림 속 양반의 한평생
82,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"조선 시대를 탁자로 본 책이다. ""왕의 식탁의 정치""라는 흥미로운 관점으로 그는 왕의 식습관을 분석하고이를 통치의 윤리와 연결합니다. 수라상의 식재료를 살펴보고 나라의 삶과 국민의 고통을 파악한 왕들의 이야기를 담고있다. 왕의 식사는 개인의 식사를 넘어서는 공개적인 의식 이었음을 보여줍니다.",320,Kor,2010-10-01T00:00:00+09:00,함규진,왕의 밥상
83,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"세상에 대한 호기심은 많은 아이들의 질문을 통해 생각을 키우고 세상의 눈을 높이는 철학적 책입니다. 그들은 네 명의 주인공 친구들 사이의 대화를 통해 자연스럽게 스스로를 묻고 생각하는 법을 배웁니다. '실수하면 바보가 될까, 살해당하는 일, 불공평 한 일, 행복 해지는 방법'등의 질문을한다.",199,Kor,2010-09-30T00:00:00+09:00,"소피 퓌를로 외 글, 도로테 드 몽프레 외 그림/ 이희정",질문하는 꼬마 철학자
84,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"우리 사회가 고려해야 할 8 가지 주제와 관련하여 작은 실천을 통해 행복한 공동체를 만든 사람들의 이야기입니다. 다문화 가족, 비정규직 인권, 친환경 에너지, 식량 부족 등 현실적인 이슈를 마음이 따뜻해지는 동화로 소개하여 아이들이이 시대의 가치와 정의를 숙고하고 균형 잡힌 시각으로 세상을 바라보십시오.",229,Kor,2010-08-25T00:00:00+09:00,서해경 외,함께 가는 희망공동체 학교
85,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"삶과 돈으로 자유롭고 행복하게 사는 방법을 고민하는 실험 책이다. 그것은“돈에 기반한 관계”와“돈 중심의 삶”에 대한 거부 선언입니다. 저자는 자신의 경험에 비추어 그러한 삶이 가능하다고 설명합니다. 돈을 못 벌어도 건강하고 즐겁게 사는 '머니 마스터'가되는 인본주의 적 돈벌이 프로젝트, 드뷔 살 프로젝트 등 비자 본적 생존의 노하우를 소개한다.",263,Kor,2010-09-20T00:00:00+09:00,고미숙,"돈의 달인, 호모 코뮤니타스"
